Item,Rev,"MACHINE
MMMN","SYSTEM
SSS",N,"EQUIP
EEE",N,"DEVICE
DDD",N,m,N,"Instrument
Tag","Instrument
Type","System
[Machine System]","Machine Location
[Location 1]","Description Line 1
[Location 2]","Description Line 2
[Function]","Description Line 3
[Instrument Type]",DESCRIPTION,Junction Boxes,Destination Panel,I/O TYPE,Scope of Supply,Manufacturer,Model,FIELD,"EXTENSION
BOX",BRACKET,SUPPLY: PCL PACKAGE #,INSTALL: PCL PACKAGE #,Typical Instrument,DRAWINGS,,,,COMMENT 2024-06-26,"BLOCK DIAGRAM CHK
2024-06-26",INSTRUMENT LAYOUT INSERTED,,Cross check with customer spec (Preferred Model) GK 2024-11-15,,,External Docs,,Vendor Drawing Info
407,C,SL3,SLW,,,,,,ZPX,4,SL3-SLW-ZPX4,Proximity Switch ,Shiploader 3,Slew,Parking Position,Operational Position,Proximity Switch,Shiploader 3 Slew Parking Position Operational Position Proximity Switch,,,DI,QCA,Allen Bradley,871TM-B15N30-H2,,,,,,,,,,,,,,,Emerson GO?,,,,,
408,A,SL3,SLW,,,,,,ZPX,5,SL3-SLW-ZPX5,Proximity Switch ,Shiploader 3,Slew,Encoder Reference,Position Check On,Proximity Switch,Shiploader 3 Slew Encoder Reference Position Check On Proximity Switch,,SL3-SLW-RCP1,DI,QCA,Turck,NI75U-CP80-FDZ30X2,,,,,,,,,,,,,,,Emerson GO?,,,,,
409,A,SL3,SLW,,,,,,ZPX,6,SL3-SLW-ZPX6,Proximity Switch ,Shiploader 3,Slew,Encoder Reference,At 30% Travel,Proximity Switch,Shiploader 3 Slew Encoder Reference At 30% Travel Proximity Switch,,SL3-SLW-RCP1,DI,QCA,Turck,NI75U-CP80-FDZ30X2,,,,,,,,,,,,,,,Emerson GO?,,,,,
410,A,SL3,SLW,,,,,,ZPX,7,SL3-SLW-ZPX7,Proximity Switch ,Shiploader 3,Slew,Encoder Reference,At 60% Travel,Proximity Switch,Shiploader 3 Slew Encoder Reference At 60% Travel Proximity Switch,,SL3-SLW-RCP1,DI,QCA,Turck,NI75U-CP80-FDZ30X2,,,,,,,,,,,,,,,Emerson GO?,,,,,
411,A,SL3,SLW,,,,,,ZT,1,SL3-SLW-ZT1,"Position Transmitter, Encoder ",Shiploader 3,Slew,Position,Absolute,Encoder,Shiploader 3 Slew Position Absolute Encoder,,SL3-SLW-RCP1,Ethernet,QCA,Baumer,EAL580-TNH.5WEN.13160.A,,,,,,,,,,,,,,,G0AMH.M208EA2? Single Turn vs Multi Turn. 8EA2 is Ethernet interface,,,,,
412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,A,SL3,SLW,,,,,,YA,1,SL3-SLW-YA1,Warning Horn,Shiploader 3,Slew,,Movement Warning,Horn,Shiploader 3 Slew Movement Warning Horn,,SL3-SLW-RCP1,DO,QCA,Federal Signal,350WB-120,,,,,,,,,,,,,,,No Spec,,,,,
414,C,SL3,SLW,,,,,,YL,1,SL3-SLW-YL1,Warning Light,Shiploader 3,Slew,Left,Movement,Warning Light,Shiploader 3 Slew Left Movement Warning Light,,SL3-SLW-RCP1,DO,QCA,Federal Signal,G-STR-120-D-R,,,,,,,,,,,,,,,G-STR?,,,,,
415,C,SL3,SLW,,,,,,YL,2,SL3-SLW-YL2,Warning Light,Shiploader 3,Slew,Right,Movement,Warning Light,Shiploader 3 Slew Right Movement Warning Light,,SL3-SLW-RCP1,DO,QCA,Federal Signal,G-STR-120-D-R,,,,,,,,,,,,,,,G-STR?,,,,,
416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,C,SL3,SLW,,,,M,1,HE,1,SL3-SLW-M1-HE1,Heater ,Shiploader 3,Slew,Motor 1,,Space Heater,Shiploader 3 Slew Motor 1 Space Heater,,SL3-SLW-RCP1,DO,VENDOR,,,,,,,,,,,,,,,,,,,Baldor Reliance,09 > 31 Baldor > 10 HP Motor,,
418,C,SL3,SLW,,,,M,2,HE,1,SL3-SLW-M2-HE1,Heater ,Shiploader 3,Slew,Motor 2,,Space Heater,Shiploader 3 Slew Motor 2 Space Heater,,SL3-SLW-RCP1,,VENDOR,,,,,,,,,,,,,,,,,,,Baldor Reliance,09 > 31 Baldor > 10 HP Motor,,
419,C,SL3,SLW,,,,M,3,HE,1,SL3-SLW-M3-HE1,Heater ,Shiploader 3,Slew,Motor 3,,Space Heater,Shiploader 3 Slew Motor 3 Space Heater,,SL3-SLW-RCP1,,VENDOR,,,,,,,,,,,,,,,,,,,Baldor Reliance,09 > 31 Baldor > 10 HP Motor,,
420,C,SL3,SLW,,,,M,4,HE,1,SL3-SLW-M4-HE1,Heater ,Shiploader 3,Slew,Motor 4,,Space Heater,Shiploader 3 Slew Motor 4 Space Heater,,SL3-SLW-RCP1,,VENDOR,,,,,,,,,,,,,,,,,,,Baldor Reliance,09 > 31 Baldor > 10 HP Motor,,
421,C,SL3,SLW,,,,M,5,HE,1,SL3-SLW-M5-HE1,Heater ,Shiploader 3,Slew,Motor 5,,Space Heater,Shiploader 3 Slew Motor 5 Space Heater,,SL3-SLW-RCP1,,VENDOR,,,,,,,,,,,,,,,,,,,Baldor Reliance,09 > 31 Baldor > 10 HP Motor,,
422,C,SL3,SLW,,,,M,6,HE,1,SL3-SLW-M6-HE1,Heater ,Shiploader 3,Slew,Motor 6,,Space Heater,Shiploader 3 Slew Motor 6 Space Heater,,SL3-SLW-RCP1,,VENDOR,,,,,,,,,,,,,,,,,,,Baldor Reliance,09 > 31 Baldor > 10 HP Motor,,
423,C,SL3,SLW,,,,M,7,HE,1,SL3-SLW-M7-HE1,Heater ,Shiploader 3,Slew,Motor 7,,Space Heater,Shiploader 3 Slew Motor 7 Space Heater,,SL3-SLW-RCP1,,VENDOR,,,,,,,,,,,,,,,,,,,Baldor Reliance,09 > 31 Baldor > 10 HP Motor,,
424,C,SL3,SLW,,,,M,8,HE,1,SL3-SLW-M8-HE1,Heater ,Shiploader 3,Slew,Motor 8,,Space Heater,Shiploader 3 Slew Motor 8 Space Heater,,SL3-SLW-RCP1,,VENDOR,,,,,,,,,,,,,,,,,,,Baldor Reliance,09 > 31 Baldor > 10 HP Motor,,
425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,C,SL3,SLW,,,,M,1,TE,1,SL3-SLW-M1-TE1,Temperature Element,Shiploader 3,Slew,Motor 1,,PTC Thermistor,Shiploader 3 Slew Motor 1 PTC Thermistor,,,,VENDOR,,,,,,,,,,,,,,,,,,,Baldor Reliance,09 > 31 Baldor > 10 HP Motor,,
427,C,SL3,SLW,,,,M,2,TE,1,SL3-SLW-M2-TE1,Temperature Element,Shiploader 3,Slew,Motor 2,,PTC Thermistor,Shiploader 3 Slew Motor 2 PTC Thermistor,,,,VENDOR,,,,,,,,,,,,,,,,,,,Baldor Reliance,09 > 31 Baldor > 10 HP Motor,,
428,C,SL3,SLW,,,,M,3,TE,1,SL3-SLW-M3-TE1,Temperature Element,Shiploader 3,Slew,Motor 3,,PTC Thermistor,Shiploader 3 Slew Motor 3 PTC Thermistor,,,,VENDOR,,,,,,,,,,,,,,,,,,,Baldor Reliance,09 > 31 Baldor > 10 HP Motor,,
429,C,SL3,SLW,,,,M,4,TE,1,SL3-SLW-M4-TE1,Temperature Element,Shiploader 3,Slew,Motor 4,,PTC Thermistor,Shiploader 3 Slew Motor 4 PTC Thermistor,,,,VENDOR,,,,,,,,,,,,,,,,,,,Baldor Reliance,09 > 31 Baldor > 10 HP Motor,,
430,C,SL3,SLW,,,,M,5,TE,1,SL3-SLW-M5-TE1,Temperature Element,Shiploader 3,Slew,Motor 5,,PTC Thermistor,Shiploader 3 Slew Motor 5 PTC Thermistor,,,,VENDOR,,,,,,,,,,,,,,,,,,,Baldor Reliance,09 > 31 Baldor > 10 HP Motor,,
431,C,SL3,SLW,,,,M,6,TE,1,SL3-SLW-M6-TE1,Temperature Element,Shiploader 3,Slew,Motor 6,,PTC Thermistor,Shiploader 3 Slew Motor 6 PTC Thermistor,,,,VENDOR,,,,,,,,,,,,,,,,,,,Baldor Reliance,09 > 31 Baldor > 10 HP Motor,,
432,C,SL3,SLW,,,,M,7,TE,1,SL3-SLW-M7-TE1,Temperature Element,Shiploader 3,Slew,Motor 7,,PTC Thermistor,Shiploader 3 Slew Motor 7 PTC Thermistor,,,,VENDOR,,,,,,,,,,,,,,,,,,,Baldor Reliance,09 > 31 Baldor > 10 HP Motor,,
433,C,SL3,SLW,,,,M,8,TE,1,SL3-SLW-M8-TE1,Temperature Element,Shiploader 3,Slew,Motor 8,,PTC Thermistor,Shiploader 3 Slew Motor 8 PTC Thermistor,,,,VENDOR,,,,,,,,,,,,,,,,,,,Baldor Reliance,09 > 31 Baldor > 10 HP Motor,,
434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,A,SL3,SLW,,,,BK,1,,,SL3-SLW-BK1,,Shiploader 3,Slew,Motor 1 Brake,,,Shiploader 3 Slew Motor 1 Brake,,SL3-SLW-RCP1,DO,VENDOR,,,,,,,,,,,,,,,,,,,Baldor Reliance,09 > 31 Baldor > 10 HP Motor,,
436,A,SL3,SLW,,,,BK,2,,,SL3-SLW-BK2,,Shiploader 3,Slew,Motor 2 Brake,,,Shiploader 3 Slew Motor 2 Brake,,SL3-SLW-RCP1,,VENDOR,,,,,,,,,,,,,,,,,,,Baldor Reliance,09 > 31 Baldor > 10 HP Motor,,
437,A,SL3,SLW,,,,BK,3,,,SL3-SLW-BK3,,Shiploader 3,Slew,Motor 3 Brake,,,Shiploader 3 Slew Motor 3 Brake,,SL3-SLW-RCP1,,VENDOR,,,,,,,,,,,,,,,,,,,Baldor Reliance,09 > 31 Baldor > 10 HP Motor,,
438,A,SL3,SLW,,,,BK,4,,,SL3-SLW-BK4,,Shiploader 3,Slew,Motor 4 Brake,,,Shiploader 3 Slew Motor 4 Brake,,SL3-SLW-RCP1,,VENDOR,,,,,,,,,,,,,,,,,,,Baldor Reliance,09 > 31 Baldor > 10 HP Motor,,
439,A,SL3,SLW,,,,BK,5,,,SL3-SLW-BK5,,Shiploader 3,Slew,Motor 5 Brake,,,Shiploader 3 Slew Motor 5 Brake,,SL3-SLW-RCP1,,VENDOR,,,,,,,,,,,,,,,,,,,Baldor Reliance,09 > 31 Baldor > 10 HP Motor,,
440,A,SL3,SLW,,,,BK,6,,,SL3-SLW-BK6,,Shiploader 3,Slew,Motor 6 Brake,,,Shiploader 3 Slew Motor 6 Brake,,SL3-SLW-RCP1,,VENDOR,,,,,,,,,,,,,,,,,,,Baldor Reliance,09 > 31 Baldor > 10 HP Motor,,
441,A,SL3,SLW,,,,BK,7,,,SL3-SLW-BK7,,Shiploader 3,Slew,Motor 7 Brake,,,Shiploader 3 Slew Motor 7 Brake,,SL3-SLW-RCP1,,VENDOR,,,,,,,,,,,,,,,,,,,Baldor Reliance,09 > 31 Baldor > 10 HP Motor,,
442,A,SL3,SLW,,,,BK,8,,,SL3-SLW-BK8,,Shiploader 3,Slew,Motor 8 Brake,,,Shiploader 3 Slew Motor 8 Brake,,SL3-SLW-RCP1,,VENDOR,,,,,,,,,,,,,,,,,,,Baldor Reliance,09 > 31 Baldor > 10 HP Motor,,
443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,A,SL3,SLW,,,,BK,1,HE,1,SL3-SLW-BK1-HE1,Heater ,Shiploader 3,Slew,Motor 1 Brake,,Heater,Shiploader 3 Slew Motor 1 Brake Heater,,SL3-SLW-RCP1,DO,VENDOR,,,,,,,,,,,,,,,,,,,Baldor Reliance,09 > 31 Baldor > 10 HP Motor,,
445,A,SL3,SLW,,,,BK,2,HE,1,SL3-SLW-BK2-HE1,Heater ,Shiploader 3,Slew,Motor 2 Brake,,Heater,Shiploader 3 Slew Motor 2 Brake Heater,,SL3-SLW-RCP1,,VENDOR,,,,,,,,,,,,,,,,,,,Baldor Reliance,09 > 31 Baldor > 10 HP Motor,,
446,A,SL3,SLW,,,,BK,3,HE,1,SL3-SLW-BK3-HE1,Heater ,Shiploader 3,Slew,Motor 3 Brake,,Heater,Shiploader 3 Slew Motor 3 Brake Heater,,SL3-SLW-RCP1,,VENDOR,,,,,,,,,,,,,,,,,,,Baldor Reliance,09 > 31 Baldor > 10 HP Motor,,
447,A,SL3,SLW,,,,BK,4,HE,1,SL3-SLW-BK4-HE1,Heater ,Shiploader 3,Slew,Motor 4 Brake,,Heater,Shiploader 3 Slew Motor 4 Brake Heater,,SL3-SLW-RCP1,,VENDOR,,,,,,,,,,,,,,,,,,,Baldor Reliance,09 > 31 Baldor > 10 HP Motor,,
448,A,SL3,SLW,,,,BK,5,HE,1,SL3-SLW-BK5-HE1,Heater ,Shiploader 3,Slew,Motor 5 Brake,,Heater,Shiploader 3 Slew Motor 5 Brake Heater,,SL3-SLW-RCP1,,VENDOR,,,,,,,,,,,,,,,,,,,Baldor Reliance,09 > 31 Baldor > 10 HP Motor,,
449,A,SL3,SLW,,,,BK,6,HE,1,SL3-SLW-BK6-HE1,Heater ,Shiploader 3,Slew,Motor 6 Brake,,Heater,Shiploader 3 Slew Motor 6 Brake Heater,,SL3-SLW-RCP1,,VENDOR,,,,,,,,,,,,,,,,,,,Baldor Reliance,09 > 31 Baldor > 10 HP Motor,,
450,A,SL3,SLW,,,,BK,7,HE,1,SL3-SLW-BK7-HE1,Heater ,Shiploader 3,Slew,Motor 7 Brake,,Heater,Shiploader 3 Slew Motor 7 Brake Heater,,SL3-SLW-RCP1,,VENDOR,,,,,,,,,,,,,,,,,,,Baldor Reliance,09 > 31 Baldor > 10 HP Motor,,
451,A,SL3,SLW,,,,BK,8,HE,1,SL3-SLW-BK8-HE1,Heater ,Shiploader 3,Slew,Motor 8 Brake,,Heater,Shiploader 3 Slew Motor 8 Brake Heater,,SL3-SLW-RCP1,,VENDOR,,,,,,,,,,,,,,,,,,,Baldor Reliance,09 > 31 Baldor > 10 HP Motor,,
452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,C,SL3,SLW,,,,BK,1,ZPX,1,SL3-SLW-BK1-ZPX1,Proximity Switch ,Shiploader 3,Slew,Motor 1 Brake,Released,Proximity Switch,Shiploader 3 Slew Motor 1 Brake Released Proximity Switch,,SL3-SLW-RCP1,DI,VENDOR,,,,,,,,,,,,,,,,,,,Baldor Reliance,09 > 31 Baldor > 10 HP Motor,,
454,C,SL3,SLW,,,,BK,2,ZPX,1,SL3-SLW-BK2-ZPX1,Proximity Switch ,Shiploader 3,Slew,Motor 2 Brake,Released,Proximity Switch,Shiploader 3 Slew Motor 2 Brake Released Proximity Switch,,SL3-SLW-RCP1,DI,VENDOR,,,,,,,,,,,,,,,,,,,Baldor Reliance,09 > 31 Baldor > 10 HP Motor,,
455,C,SL3,SLW,,,,BK,3,ZPX,1,SL3-SLW-BK3-ZPX1,Proximity Switch ,Shiploader 3,Slew,Motor 3 Brake,Released,Proximity Switch,Shiploader 3 Slew Motor 3 Brake Released Proximity Switch,,SL3-SLW-RCP1,DI,VENDOR,,,,,,,,,,,,,,,,,,,Baldor Reliance,09 > 31 Baldor > 10 HP Motor,,
456,C,SL3,SLW,,,,BK,4,ZPX,1,SL3-SLW-BK4-ZPX1,Proximity Switch ,Shiploader 3,Slew,Motor 4 Brake,Released,Proximity Switch,Shiploader 3 Slew Motor 4 Brake Released Proximity Switch,,SL3-SLW-RCP1,DI,VENDOR,,,,,,,,,,,,,,,,,,,Baldor Reliance,09 > 31 Baldor > 10 HP Motor,,
457,C,SL3,SLW,,,,BK,5,ZPX,1,SL3-SLW-BK5-ZPX1,Proximity Switch ,Shiploader 3,Slew,Motor 5 Brake,Released,Proximity Switch,Shiploader 3 Slew Motor 5 Brake Released Proximity Switch,,SL3-SLW-RCP1,DI,VENDOR,,,,,,,,,,,,,,,,,,,Baldor Reliance,09 > 31 Baldor > 10 HP Motor,,
458,C,SL3,SLW,,,,BK,6,ZPX,1,SL3-SLW-BK6-ZPX1,Proximity Switch ,Shiploader 3,Slew,Motor 6 Brake,Released,Proximity Switch,Shiploader 3 Slew Motor 6 Brake Released Proximity Switch,,SL3-SLW-RCP1,DI,VENDOR,,,,,,,,,,,,,,,,,,,Baldor Reliance,09 > 31 Baldor > 10 HP Motor,,
459,C,SL3,SLW,,,,BK,7,ZPX,1,SL3-SLW-BK7-ZPX1,Proximity Switch ,Shiploader 3,Slew,Motor 7 Brake,Released,Proximity Switch,Shiploader 3 Slew Motor 7 Brake Released Proximity Switch,,SL3-SLW-RCP1,DI,VENDOR,,,,,,,,,,,,,,,,,,,Baldor Reliance,09 > 31 Baldor > 10 HP Motor,,
460,C,SL3,SLW,,,,BK,8,ZPX,1,SL3-SLW-BK8-ZPX1,Proximity Switch ,Shiploader 3,Slew,Motor 8 Brake,Released,Proximity Switch,Shiploader 3 Slew Motor 8 Brake Released Proximity Switch,,SL3-SLW-RCP1,DI,VENDOR,,,,,,,,,,,,,,,,,,,Baldor Reliance,09 > 31 Baldor > 10 HP Motor,,
461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,C,SL3,SLW,,,,LCS,1,PL,1,SL3-SLW-LCS1-PL1,Pilot Light ,Shiploader 3,Slew,,Maintenance Mode Active,Pilot Light,Shiploader 3 Slew Maintenance Mode Active Pilot Light,,SL3-SLW-RCP1,DO,QCA,Allen Bradley,800H-QRH2W,,,,,,,,,,,,,,,G-STR?,,,,,
463,C,SL3,SLW,,,,LCS,1,PB,1,SL3-SLW-LCS1-PB1,Push Button ,Shiploader 3,Slew,,Left,Push Button,Shiploader 3 Slew Left Push Button,,SL3-SLW-RCP1,DI,QCA,Allen Bradley,800H-AR2D1,,,,,,,,,,,,,,,AB 800H?,,,,,
464,C,SL3,SLW,,,,LCS,1,PB,2,SL3-SLW-LCS1-PB2,Push Button ,Shiploader 3,Slew,,Right,Push Button,Shiploader 3 Slew Right Push Button,,SL3-SLW-RCP1,DI,QCA,Allen Bradley,800H-AR2D1,,,,,,,,,,,,,,,AB 800H?,,,,,
465,C,SL3,SLW,,,,LCS,1,PB,3,SL3-SLW-LCS1-PB3,Push Button ,Shiploader 3,Slew,,Overtravel Bypass,Push Button,Shiploader 3 Slew Overtravel Bypass Push Button,,SL3-SLW-RCP1,DI,QCA,Allen Bradley,800H-AR2D1 + 800H-N140,,,,,,,,,,,,,,,AB 800H?,,,,,
466,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,A,SL3,SLW,,RC,1,,,ZPX,1,SL3-SLW-RC1-ZPX1,Proximity Switch ,Shiploader 3,Slew,Rail Clamp 1,Released Indication,Limit Switch 1,Shiploader 3 Slew Rail Clamp 1 Released Indication Limit Switch 1,,SL3-SLW-RCP1,DI,VENDOR,,,,,,,,,,,,,,,,,,,BrelX Engineering,,,
468,A,SL3,SLW,,RC,1,,,ZPX,2,SL3-SLW-RC1-ZPX2,Proximity Switch ,Shiploader 3,Slew,Rail Clamp 1,On Rail Clamp Indication,Limit Switch 2,Shiploader 3 Slew Rail Clamp 1 On Rail Clamp Indication Limit Switch 2,,SL3-SLW-RCP1,DI,VENDOR,,,,,,,,,,,,,,,,,,,BrelX Engineering,,,
469,A,SL3,SLW,,RC,1,,,ZPX,3,SL3-SLW-RC1-ZPX3,Proximity Switch ,Shiploader 3,Slew,Rail Clamp 1,Out of Adjustment,Limit Switch 3,Shiploader 3 Slew Rail Clamp 1 Out of Adjustment Limit Switch 3,,SL3-SLW-RCP1,DI,VENDOR,,,,,,,,,,,,,,,,,,,BrelX Engineering,,,
470,C,SL3,SLW,,RC,1,,,TSHH,1,SL3-SLW-RC1-TSHH1,Temp Switch High Trip ,Shiploader 3,Slew,Rail Clamp 1, High Oil,Temperature Switch,Shiploader 3 Slew Rail Clamp 1  High Oil Temperature Switch,,,DI,VENDOR,,,,,,,,,,,,,,,,,,,BrelX Engineering,,,
471,C,SL3,SLW,,RC,1,,,LSLL,1,SL3-SLW-RC1-LSLL1,Level Switch Low Trip,Shiploader 3,Slew,Rail Clamp 1, Low Oil,Level Switch,Shiploader 3 Slew Rail Clamp 1  Low Oil Level Switch,,,DI,VENDOR,,,,,,,,,,,,,,,,,,,BrelX Engineering,,,
472,A,SL3,SLW,,RC,1,,,BK,1,SL3-SLW-RC1-BK1,Brake ,Shiploader 3,Slew,Rail Clamp 1,Holding Brake,,Shiploader 3 Slew Rail Clamp 1 Holding Brake,,SL3-SLW-RCP1,DO,VENDOR,,,,,,,,,,,,,,,,,,,BrelX Engineering,,,
473,C,SL3,SLW,,RC,1,,,HE,1,SL3-SLW-RC1-HE1,Heater ,Shiploader 3,Slew,Rail Clamp 1,Immersion,Oil Heater,Shiploader 3 Slew Rail Clamp 1 Immersion Oil Heater,,,DO,VENDOR,,,,,,,,,,,,,,,,,,,BrelX Engineering,,,
474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,C,SL3,SLW,,RC,1,LCS,1,PL,1,SL3-SLW-RC1-LCS1-PL1,Pilot Light ,Shiploader 3,Slew,Rail Clamp 1,Maintenance Mode Active,Pilot Light,Shiploader 3 Slew Rail Clamp 1 Maintenance Mode Active Pilot Light,,SL3-SLW-RCP1,DO,QCA,Allen Bradley,800H-QRH2W,,,,,,,,,,,,,,,G-STR?,,,,,
476,C,SL3,SLW,,RC,1,LCS,1,PBL,1A,SL3-SLW-RC1-LCS1-PBL1A,Push Button/Pilot Light,Shiploader 3,Slew,Rail Clamp 1,Open,Push Button,Shiploader 3 Slew Rail Clamp 1 Open Push Button,,SL3-SLW-RCP1,DI,QCA,Allen Bradley,800H-QRBH2W,,,,,,,,,,,,,,,AB 800H?,,,,,
477,C,SL3,SLW,,RC,1,LCS,1,PBL,1B,SL3-SLW-RC1-LCS1-PBL1B,Push Button/Pilot Light,Shiploader 3,Slew,Rail Clamp 1,Open,Pilot Light,Shiploader 3 Slew Rail Clamp 1 Open Pilot Light,,SL3-SLW-RCP1,DI,QCA,Allen Bradley,800H-QRBH2W,,,,,,,,,,,,,,,AB 800H?,,,,,
478,C,SL3,SLW,,RC,1,LCS,1,PB,2,SL3-SLW-RC1-LCS1-PB2,Push Button ,Shiploader 3,Slew,Rail Clamp 1,Close,Push Button,Shiploader 3 Slew Rail Clamp 1 Close Push Button,,SL3-SLW-RCP1,DI,QCA,Allen Bradley,800H-AR2D1,,,,,,,,,,,,,,,AB 800H?,,,,,
479,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,A,SL3,SLW,,RC,2,,,ZPX,1,SL3-SLW-RC2-ZPX1,Proximity Switch ,Shiploader 3,Slew,Rail Clamp 2,Released Indication,Limit Switch 1,Shiploader 3 Slew Rail Clamp 2 Released Indication Limit Switch 1,,SL3-SLW-RCP1,DI,VENDOR,,,,,,,,,,,,,,,,,,,BrelX Engineering,,,
481,A,SL3,SLW,,RC,2,,,ZPX,2,SL3-SLW-RC2-ZPX2,Proximity Switch ,Shiploader 3,Slew,Rail Clamp 2,On Rail Clamp Indication,Limit Switch 2,Shiploader 3 Slew Rail Clamp 2 On Rail Clamp Indication Limit Switch 2,,SL3-SLW-RCP1,DI,VENDOR,,,,,,,,,,,,,,,,,,,BrelX Engineering,,,
482,A,SL3,SLW,,RC,2,,,ZPX,3,SL3-SLW-RC2-ZPX3,Proximity Switch ,Shiploader 3,Slew,Rail Clamp 2,Out of Adjustment,Limit Switch 3,Shiploader 3 Slew Rail Clamp 2 Out of Adjustment Limit Switch 3,,SL3-SLW-RCP1,DI,VENDOR,,,,,,,,,,,,,,,,,,,BrelX Engineering,,,
483,C,SL3,SLW,,RC,2,,,TSHH,1,SL3-SLW-RC2-TSHH1,Temp Switch High Trip ,Shiploader 3,Slew,Rail Clamp 2, High Oil,Temperature Switch,Shiploader 3 Slew Rail Clamp 2  High Oil Temperature Switch,,,DI,VENDOR,,,,,,,,,,,,,,,,,,,BrelX Engineering,,,
484,C,SL3,SLW,,RC,2,,,LSLL,1,SL3-SLW-RC2-LSLL1,Level Switch Low Trip,Shiploader 3,Slew,Rail Clamp 2, Low Oil,Level Switch,Shiploader 3 Slew Rail Clamp 2  Low Oil Level Switch,,,DI,VENDOR,,,,,,,,,,,,,,,,,,,BrelX Engineering,,,
485,A,SL3,SLW,,RC,2,,,BK,1,SL3-SLW-RC2-BK1,Brake ,Shiploader 3,Slew,Rail Clamp 2,Holding Brake,,Shiploader 3 Slew Rail Clamp 2 Holding Brake,,SL3-SLW-RCP1,DO,VENDOR,,,,,,,,,,,,,,,,,,,BrelX Engineering,,,
486,C,SL3,SLW,,RC,2,,,HE,1,SL3-SLW-RC2-HE1,Heater ,Shiploader 3,Slew,Rail Clamp 2,Immersion,Oil Heater,Shiploader 3 Slew Rail Clamp 2 Immersion Oil Heater,,,DO,VENDOR,,,,,,,,,,,,,,,,,,,BrelX Engineering,,,
487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,C,SL3,SLW,,RC,2,LCS,1,PL,1,SL3-SLW-RC2-LCS1-PL1,Pilot Light ,Shiploader 3,Slew,Rail Clamp 2,Maintenance Mode Active,Pilot Light,Shiploader 3 Slew Rail Clamp 2 Maintenance Mode Active Pilot Light,,SL3-SLW-RCP1,DO,QCA,Allen Bradley,800H-QRH2W,,,,,,,,,,,,,,,G-STR?,,,,,
489,C,SL3,SLW,,RC,2,LCS,1,PBL,1A,SL3-SLW-RC2-LCS1-PBL1A,Push Button/Pilot Light,Shiploader 3,Slew,Rail Clamp 2,Open,Push Button,Shiploader 3 Slew Rail Clamp 2 Open Push Button,,SL3-SLW-RCP1,DI,QCA,Allen Bradley,800H-QRBH2W,,,,,,,,,,,,,,,AB 800H?,,,,,
490,C,SL3,SLW,,RC,2,LCS,1,PBL,1B,SL3-SLW-RC2-LCS1-PBL1B,Push Button/Pilot Light,Shiploader 3,Slew,Rail Clamp 2,Open,Pilot Light,Shiploader 3 Slew Rail Clamp 2 Open Pilot Light,,SL3-SLW-RCP1,DI,QCA,Allen Bradley,800H-QRBH2W,,,,,,,,,,,,,,,AB 800H?,,,,,
491,C,SL3,SLW,,RC,2,LCS,1,PB,2,SL3-SLW-RC2-LCS1-PB2,Push Button ,Shiploader 3,Slew,Rail Clamp 2,Close,Push Button,Shiploader 3 Slew Rail Clamp 2 Close Push Button,,SL3-SLW-RCP1,DI,QCA,Allen Bradley,800H-AR2D1,,,,,,,,,,,,,,,AB 800H?,,,,,
492,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,C,SL3,SLW,,,,,,IPC,1,SL3-SLW-IPC1,IP Camera,Shiploader 3,Slew,Left Bogies View,,IP Camera,Shiploader 3 Slew Left Bogies View IP Camera,,SL3-SLW-RCP1,DI,QCA,AXIS,Q3538-SLVE,,,,,,,,,,,,,,,,,,,,
494,C,SL3,SLW,,,,,,IPC,2,SL3-SLW-IPC2,IP Camera,Shiploader 3,Slew,Right Bogies View,,IP Camera,Shiploader 3 Slew Right Bogies View IP Camera,,SL3-SLW-RCP1,DI,QCA,AXIS,Q3538-SLVE,,,,,,,,,,,,,,,AB 800H?,,,,,
495,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,,,,,,,,,,,,,,Coal Spout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
